id,onboarding_date,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,split
c555a2a1-70e6-43f6-b734-3f861a093484,2023-02-26,26,156000,RENT,2.0,DEBTCONSOLIDATION,B,15000,12.42,0,0.1,N,4,train
0d80812b-fe55-4399-9493-39e7399e5c50,2023-02-26,24,148000,RENT,0.0,DEBTCONSOLIDATION,E,15000,16.82,1,0.1,N,3,train
03cb4921-9ef2-4c4a-a119-acca77c4f1d3,2023-02-26,24,200004,RENT,5.0,EDUCATION,B,15000,10.59,0,0.07,N,4,train
9cd37339-574b-466d-8bfd-de494edbe3b7,2023-02-26,26,210000,RENT,4.0,PERSONAL,C,15000,12.99,0,0.07,N,4,train
3e1aa3c6-248e-4ef0-9ec9-7645471d1a9d,2023-04-29,26,30000,MORTGAGE,10.0,VENTURE,A,6500,6.62,0,0.22,N,3,test
dacb4bdd-4a09-474f-a2c7-f3ccb841530f,2023-02-26,25,165000,RENT,3.0,EDUCATION,A,14950,6.62,0,0.09,N,3,train
22324cf2-1c33-4db9-99a6-6044ae96c601,2023-02-26,22,33996,RENT,1.0,EDUCATION,D,14900,15.37,1,0.44,Y,2,train
f0db0113-f66a-451a-8b52-f4507ac96205,2023-02-26,24,55000,RENT,4.0,PERSONAL,B,14900,11.83,0,0.27,N,3,train
2a90043e-fcae-44ce-a4d2-39a5c3c01e60,2023-02-26,22,58900,RENT,2.0,MEDICAL,C,14900,13.57,0,0.25,N,3,train
e3d1e4c8-b445-4496-93ae-f2dab17d679d,2023-02-26,21,30000,MORTGAGE,5.0,PERSONAL,A,7600,6.03,0,0.25,N,4,train
1456d977-589a-4a6c-bae2-5614f3a80a55,2023-02-26,25,31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,N,4,train
02f04126-3ffd-4277-b493-ee2dc7828f17,2023-02-26,25,28800,RENT,6.0,MEDICAL,A,14800,7.49,1,0.51,N,3,train
53ce76f9-4e94-44e8-b085-49837fcb99bb,2023-04-29,23,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,1000,6.62,1,0.03,N,3,test
97931415-2a3b-406e-9148-cebcd36c9c7b,2023-02-26,23,30000,MORTGAGE,8.0,VENTURE,A,4375,6.62,0,0.15,N,2,train
0f59cfc0-357e-4e0d-bd6b-b79a1b08365d,2023-02-26,23,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1400,6.03,0,0.05,N,4,train
11d09f5a-8aa8-41ce-8584-3488c9090521,2023-04-29,25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,2,test
6018d73f-a9b6-4fa2-92d7-302d0e9d1458,2023-02-26,26,30000,RENT,9.0,VENTURE,B,2000,11.49,0,0.07,N,3,train
647b39fb-2224-43cf-961a-84454523312b,2023-02-27,25,30000,RENT,4.0,MEDICAL,C,2000,14.22,0,0.07,Y,4,train
abd0620e-048b-4311-b304-07ce7088c7b4,2023-02-27,24,30000,RENT,0.0,MEDICAL,A,2000,8.07,0,0.07,N,4,train
4bf6b714-9ef9-4c9f-ace1-05fc9fca9e61,2023-02-27,24,30972,RENT,1.0,VENTURE,D,2000,16.29,1,0.06,N,2,train
d4a54f43-5a16-474a-8542-f1d43750a61f,2023-02-27,24,31200,RENT,3.0,PERSONAL,C,2000,14.65,0,0.06,Y,2,train
d574094f-6a88-4139-83e8-da2412dc5539,2023-02-27,24,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,17000,11.99,1,0.57,N,3,train
91b0a379-8092-4c39-a012-fdf37847c99c,2023-02-27,24,32000,RENT,2.0,EDUCATION,B,2000,10.59,1,0.06,N,3,train
cb894efc-e7ca-4dc3-9adf-1627503ada06,2023-02-27,23,32000,RENT,5.0,VENTURE,D,2000,16.49,0,0.06,N,3,train
f22c97f8-25de-45c2-b52e-3217e05e8f5b,2023-02-27,26,32000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.49,0,0.06,N,3,train
aae3dafa-e9b8-49f5-9bd6-9f6137dae5d5,2023-02-27,22,32000,RENT,2.0,EDUCATION,B,2000,12.53,1,0.06,N,2,train
7d256b17-3136-44ac-9b50-14546c5832f9,2023-02-27,24,32640,RENT,5.0,EDUCATION,B,2000,10.0,1,0.06,N,2,train
9cc6dc42-83e1-49ce-acd9-7c1404805007,2023-02-27,23,30000,MORTGAGE,0.0,VENTURE,B,13000,,0,0.43,N,2,train
90a2d8e2-294d-4b46-adcb-30af6d14f686,2023-02-27,23,33000,RENT,1.0,EDUCATION,A,2000,6.03,0,0.06,N,4,train
d71e6dd7-8fbd-46b8-a6e0-d15b2fe3fae7,2023-04-30,21,33000,RENT,0.0,HOMEIMPROVEMENT,C,2000,12.61,1,0.06,Y,3,test
e8d456c4-7d1b-4b6c-add9-3a18984c2f44,2023-02-27,22,33000,RENT,1.0,DEBTCONSOLIDATION,A,2000,,0,0.06,N,3,train
0b64b6bc-ebb4-499a-acc3-9b07b9e4bbbf,2023-02-27,24,40000,RENT,2.0,PERSONAL,B,2000,11.99,0,0.05,N,4,train
03e0950a-da88-4482-b98d-c6d23813b25f,2023-02-27,24,40000,RENT,5.0,MEDICAL,B,2000,,0,0.05,N,4,train
717b45a5-9758-475f-a589-c9f8675e4fcf,2023-02-27,21,40000,RENT,2.0,EDUCATION,C,2000,14.72,0,0.05,N,3,train
12e5d27e-82a8-4502-bbaf-c1e91228a271,2023-04-30,22,50400,RENT,3.0,VENTURE,B,2000,,0,0.04,N,4,test
68182ba0-4943-4d52-8b13-1ee423bfcbbd,2023-04-30,25,50450,RENT,3.0,EDUCATION,B,2000,9.88,0,0.04,N,3,test
22bad14e-51e6-4961-bf30-ad70c4e301ee,2023-02-27,24,53000,RENT,3.0,HOMEIMPROVEMENT,B,2000,10.36,0,0.04,N,2,train
e349c839-fb35-4c74-bd46-d22cf332819f,2023-02-27,24,53117,RENT,1.0,PERSONAL,C,2000,13.79,0,0.04,N,2,train
b95da00e-d8d3-4f12-98c0-aef017e4bacb,2023-02-27,23,55000,RENT,2.0,EDUCATION,A,2000,7.49,0,0.04,N,3,train
f34eef12-963e-41f7-9feb-a22dd249b3ee,2023-04-30,25,30000,OWN,9.0,VENTURE,D,7000,,0,0.23,N,3,test
62bd488a-8ed1-4052-97d5-482611303dc6,2023-02-27,24,56496,RENT,5.0,EDUCATION,A,2000,9.32,0,0.04,N,3,train
efd658f8-2e50-4389-8b4d-4adb67161041,2023-02-27,25,57000,RENT,8.0,MEDICAL,B,2000,11.36,0,0.04,N,2,train
6854323a-01a8-4e3c-ade6-0a74ed527736,2023-02-27,26,57450,RENT,4.0,MEDICAL,C,2000,13.35,0,0.03,Y,2,train
00526c86-9dcb-4834-ad9a-368fc96c622c,2023-02-27,25,58020,RENT,9.0,PERSONAL,A,2000,6.91,0,0.03,N,4,train
4392c047-a1c7-4fcc-b245-0c80f54b3de8,2023-02-27,23,60000,RENT,,MEDICAL,C,2000,13.06,0,0.03,Y,3,train
26082410-0cfe-4822-b708-086f1cbb59d1,2023-02-27,22,60000,RENT,6.0,EDUCATION,B,2000,9.63,0,0.03,N,2,train
203cb4f0-fa05-46b6-bcbc-34b8f71f5b46,2023-02-27,22,54000,RENT,7.0,MEDICAL,F,2000,18.3,1,0.04,Y,4,train
f377675d-7a4c-4232-b8c4-455fccadd872,2023-02-27,21,30000,OWN,5.0,MEDICAL,A,9000,5.99,0,0.3,N,4,train
4086d219-c6a5-4069-b294-ec2e13e13a10,2023-02-27,26,61000,RENT,1.0,MEDICAL,A,2000,7.9,0,0.03,N,3,train
ed63d84a-7634-4730-baee-4a714d327809,2023-02-27,24,62000,RENT,4.0,EDUCATION,C,2000,13.49,0,0.03,N,3,train
4bda2ae3-0bc6-493b-b3a0-9c24c181f5da,2023-02-27,22,62000,RENT,4.0,EDUCATION,C,2000,15.27,0,0.03,N,2,train
6c65a18c-1f50-483d-a705-78247bb1e7a0,2023-02-27,26,62400,RENT,3.0,PERSONAL,B,2000,12.53,0,0.03,N,2,train
54b3cbe0-8550-4aad-9f53-f608646c5e9b,2023-02-27,25,30000,MORTGAGE,,EDUCATION,D,10625,16.49,0,0.35,N,4,train
cc435b0a-1510-4079-a573-02db3095337f,2023-02-27,24,57996,RENT,8.0,MEDICAL,D,2000,15.37,1,0.03,N,4,train
529853a2-9b86-4801-a2a9-d90c599734b0,2023-02-27,22,65000,RENT,3.0,DEBTCONSOLIDATION,C,2000,14.27,0,0.03,Y,4,train
acedc9bb-6780-4bd7-ba74-3fd056e1fc58,2023-02-27,26,65000,RENT,3.0,MEDICAL,A,2000,7.51,0,0.03,N,2,train
f52bc871-c21d-4691-9f24-b0c53da62e90,2023-02-27,26,67000,RENT,6.0,EDUCATION,C,2000,,0,0.03,N,4,train
e967faf6-1418-45f1-a3dd-46e4e318e557,2023-02-27,23,70000,RENT,4.0,PERSONAL,A,2000,7.66,0,0.03,N,2,train
f7449cf0-ae48-4659-bc03-5e17db42158b,2023-04-30,23,30000,MORTGAGE,2.0,VENTURE,B,1200,9.67,0,0.04,N,2,test
5a08cb46-0eb9-4666-8868-062a2a323b19,2023-02-27,22,30000,MORTGAGE,2.0,MEDICAL,B,6000,11.99,0,0.2,N,3,train
8cc4da5d-f868-4d0a-8c35-d7300c0c8f28,2023-04-30,26,70000,RENT,3.0,EDUCATION,C,2000,12.84,0,0.03,Y,2,test
caeb4917-9e8e-4fe3-b749-19d7d8b193cd,2023-02-27,22,30000,MORTGAGE,6.0,VENTURE,B,3000,11.49,0,0.1,N,2,train
1a93271f-d3f4-477b-8c2a-ff9fc2203911,2023-02-27,24,70000,RENT,0.0,VENTURE,B,2000,8.7,0,0.03,N,3,train
6ecca156-b44b-463c-93fe-2c3bb29f9398,2023-02-27,22,70028,RENT,7.0,VENTURE,B,2000,,0,0.03,N,3,train
ffa54cfa-9815-4a60-aed1-f3aed95489d3,2023-02-27,24,75000,RENT,2.0,MEDICAL,B,2000,9.99,0,0.03,N,2,train
c97f281d-6458-4c2d-9e0c-ad4f51b08373,2023-02-27,22,75000,RENT,6.0,EDUCATION,C,2000,13.43,0,0.03,N,3,train
82310c19-4b7a-4917-b5c0-a4c64e348a75,2023-02-27,23,30000,OWN,,VENTURE,A,7000,7.49,0,0.23,N,3,train
d78e3a00-f676-45de-867a-f8b219d6f4b8,2023-02-27,23,75000,RENT,3.0,VENTURE,A,2000,5.79,0,0.03,N,3,train
30e3815d-d1c2-46f3-9294-bf4979c38f29,2023-02-27,24,76248,RENT,8.0,EDUCATION,B,2000,,0,0.03,N,3,train
1ce9b21b-11f9-46d0-94f1-649f891eecd7,2023-02-27,21,30000,MORTGAGE,6.0,PERSONAL,A,3000,5.99,0,0.1,N,4,train
578e4804-c83c-44f5-871d-9f7a8e430c69,2023-02-27,26,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2000,11.99,1,0.07,N,2,train
27546f15-d0e5-4858-b9cd-b5ce9c604568,2023-02-27,22,30000,MORTGAGE,5.0,MEDICAL,C,3000,14.79,0,0.1,Y,3,train
da2e6e1b-3ea3-4f44-b914-0a774be03ea9,2023-02-27,22,30000,MORTGAGE,2.0,EDUCATION,B,13250,10.99,0,0.44,N,3,train
36223f83-52ec-4738-a2db-539dfc727b58,2023-02-27,23,80000,RENT,1.0,VENTURE,B,2000,9.99,0,0.03,N,4,train
a6521046-d255-4577-9ee8-ccad67727d79,2023-02-27,25,80000,RENT,9.0,VENTURE,B,2000,11.49,0,0.03,N,3,train
6e7da963-a331-4e48-a032-50dc172db1f3,2023-02-27,23,80004,RENT,0.0,PERSONAL,A,2000,,0,0.02,N,3,train
64227ad1-1dac-49c0-a3f2-6a2bffcc01e4,2023-02-28,25,89100,RENT,9.0,VENTURE,C,2000,13.49,0,0.02,Y,3,train
dc409f79-5b56-4dbf-b228-638d8d9345c0,2023-04-30,23,90000,RENT,0.0,PERSONAL,A,2000,7.88,0,0.02,N,3,test
06637904-84a4-4399-a367-01f28ea31c6a,2023-04-30,21,99996,RENT,5.0,EDUCATION,C,2000,13.57,0,0.02,Y,3,test
ea21b7d4-3c15-4214-81f2-a394ef1aac62,2023-02-28,23,100000,RENT,4.0,MEDICAL,B,2000,10.62,0,0.02,N,2,train
adba4348-7fdb-489c-ac3e-95bffa346a6f,2023-02-28,25,101424,RENT,6.0,DEBTCONSOLIDATION,A,2000,7.29,0,0.02,N,4,train
ecfb9434-da01-47da-90d2-d51f7f267f7a,2023-02-28,26,108000,RENT,5.0,EDUCATION,D,2000,16.29,0,0.02,N,4,train
cf2dafe1-f7bf-4b03-92de-969edb5d699c,2023-02-28,23,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3800,5.79,0,0.13,N,3,train
9c5d8ee3-4e13-4238-937f-301ada7b1f72,2023-02-28,22,30000,OWN,,EDUCATION,B,5125,10.0,0,0.17,N,3,train
5df43a67-344d-4172-a18b-6b6f74a3d27a,2023-02-28,25,130000,RENT,3.0,HOMEIMPROVEMENT,A,2000,6.99,0,0.02,N,4,train
cc3c7232-cd4d-497c-bb04-7a6047a1bf01,2023-04-30,22,25000,RENT,1.0,VENTURE,B,2050,10.59,0,0.08,N,2,test
99e1ea45-9d97-4abf-b456-2aaa601ad56f,2023-02-28,23,30000,MORTGAGE,6.0,PERSONAL,C,2400,,0,0.08,N,4,train
829804f9-77a6-4885-93dd-8cf907f7f8b2,2023-02-28,23,10000,RENT,1.0,VENTURE,B,2100,12.21,1,0.21,N,3,train
7b8ed755-7ca9-4dac-8888-498ca591f25c,2023-02-28,23,12000,RENT,0.0,MEDICAL,A,2100,8.94,1,0.17,N,2,train
0128a798-16e3-46ee-808a-9f99f6e5ac50,2023-02-28,22,14400,RENT,0.0,HOMEIMPROVEMENT,D,2100,14.83,1,0.15,N,3,train
7d61ab3d-dd3d-412b-971c-9a6c6f784e19,2023-02-28,24,15000,RENT,0.0,EDUCATION,C,2100,13.11,0,0.14,Y,4,train
a842cf90-b12e-4070-b289-2c26bce441af,2023-02-28,22,21600,RENT,3.0,MEDICAL,B,2100,9.99,0,0.1,N,4,train
dec8ab64-e562-465e-8e18-8ca9384aa6c7,2023-02-28,22,30000,OWN,,EDUCATION,A,12000,7.66,0,0.4,N,2,train
010a7e68-c89d-48ba-a18d-dbb58226afb4,2023-02-28,25,23000,RENT,0.0,EDUCATION,C,2100,13.48,0,0.09,Y,4,train
becd31f4-dc0a-4fdd-a882-ae5bc0971977,2023-04-30,22,24000,RENT,0.0,PERSONAL,B,2100,12.21,0,0.09,N,2,test
bddf7146-3b53-4bb1-904a-d18ef5cfe125,2023-02-28,22,30000,MORTGAGE,6.0,VENTURE,A,2000,5.42,0,0.07,N,2,train
db702a4c-3e81-4926-8a41-67757fd0f487,2023-02-28,23,33600,RENT,0.0,DEBTCONSOLIDATION,B,2100,,0,0.06,N,3,train
4fb712fb-33aa-475a-b0a8-28a55754d26f,2023-02-28,22,34560,RENT,1.0,MEDICAL,E,2100,17.04,1,0.06,N,3,train
046cc6d3-a3ca-4702-9e49-abadbc57ac1f,2023-04-30,25,30000,MORTGAGE,,HOMEIMPROVEMENT,A,8000,6.92,0,0.27,N,3,test
7cc12ecd-6d44-4b75-b881-1a2eb968db50,2023-02-28,22,40000,RENT,0.0,DEBTCONSOLIDATION,A,2100,6.39,0,0.05,N,2,train
0003f1e2-7e45-4ecb-93e7-084c9648ccb4,2023-02-28,25,44400,RENT,4.0,PERSONAL,D,2100,17.27,0,0.05,N,4,train
54d7478a-8220-4168-a304-9b0b3897026c,2023-04-30,22,30000,OWN,6.0,EDUCATION,A,2500,7.29,0,0.08,N,3,test
843f37e0-9b46-4634-9136-71907f5d9408,2023-04-30,23,45000,RENT,0.0,VENTURE,B,2100,11.48,0,0.05,N,4,test
f36dfe39-0e59-4e36-a42b-709ced71ad32,2023-02-28,22,52800,RENT,1.0,PERSONAL,A,2100,6.76,0,0.04,N,2,train
546f7f29-8664-4fa0-bd27-8e989917365e,2023-04-30,22,60000,RENT,5.0,DEBTCONSOLIDATION,C,2100,14.65,0,0.04,N,2,test
13032582-7818-4399-9f32-ca16483ca74d,2023-02-28,22,60000,RENT,5.0,VENTURE,C,2100,13.43,0,0.04,N,2,train
79178730-6e85-4958-a098-56ce3af792bc,2023-02-28,25,30000,OWN,9.0,VENTURE,A,10000,,0,0.33,N,2,train
3e64cad7-725d-43e4-8a61-a270a6647f47,2023-02-28,24,54000,RENT,8.0,HOMEIMPROVEMENT,E,2100,17.14,1,0.04,N,4,train
22890052-1df6-449a-a6f7-8a5afae68535,2023-02-28,22,30000,MORTGAGE,0.0,EDUCATION,A,7000,7.29,0,0.23,N,3,train
f1f16fb8-131f-4bf3-8ea5-cc0871b4a38d,2023-02-28,25,80000,RENT,9.0,PERSONAL,A,2100,,0,0.03,N,4,train
2ca26164-7293-4edc-bf1a-d5348b732f14,2023-02-28,23,87000,RENT,4.0,EDUCATION,C,2100,,0,0.02,N,2,train
d1f471d4-1bb0-48b1-abc3-28bc415fdd2a,2023-02-28,24,79050,RENT,2.0,MEDICAL,B,2100,9.91,1,0.02,N,4,train
907bffc1-7754-4024-93cb-f5091bc78175,2023-02-28,26,110000,RENT,0.0,DEBTCONSOLIDATION,A,2100,7.12,0,0.02,N,2,train
ff324b4d-f28b-4ebf-a14a-d0bd29de7666,2023-02-28,23,30000,MORTGAGE,6.0,EDUCATION,A,10000,7.66,0,0.33,N,3,train
3bc724c9-148d-427b-a03f-279f35fcc65d,2023-02-28,26,43000,RENT,,PERSONAL,A,2125,8.9,0,0.05,N,3,train
5e9314d5-8e46-4dd7-b682-abc49d99a61d,2023-02-28,22,17772,RENT,0.0,MEDICAL,A,2150,,0,0.12,N,4,train
7b775dc5-819a-4f54-86ec-c74dc11a2248,2023-02-28,26,57600,RENT,10.0,DEBTCONSOLIDATION,D,2150,15.62,1,0.04,Y,3,train
ba755d4a-52ce-488a-8979-448902d81eb6,2023-02-28,22,28800,RENT,2.0,VENTURE,A,14000,7.9,1,0.49,N,2,train
5faf1ce6-01ab-41f4-9bb8-d5622f8a3517,2023-02-28,21,30000,MORTGAGE,5.0,VENTURE,B,6400,,0,0.21,N,3,train
9a800cff-640d-4788-be4c-734126404a10,2023-04-30,21,30000,RENT,3.0,MEDICAL,B,14000,10.65,1,0.47,N,2,test
cad56ed5-b005-4052-af51-dc0f75a7b72f,2023-02-28,24,30000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.9,1,0.47,N,2,train
9e554322-ddce-4c0a-b397-b04631009887,2023-02-28,24,30000,MORTGAGE,,DEBTCONSOLIDATION,A,3075,,0,0.1,N,4,train
0f60c640-6558-4544-8289-0a03175fa1dc,2023-02-28,22,30000,RENT,6.0,VENTURE,A,14000,6.99,1,0.47,N,4,train
a044de18-f772-4e76-a271-9c9ccd83f936,2023-02-28,23,30000,RENT,1.0,MEDICAL,B,14000,11.26,1,0.47,N,3,train
2a633b49-43dd-42fd-974b-f1a6d04ade4b,2023-02-28,22,32000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.49,1,0.44,N,2,train
7baab8e4-2f31-4b66-ba39-6c746a83a197,2023-04-30,22,30000,MORTGAGE,6.0,PERSONAL,C,2000,12.61,0,0.07,N,4,test
f96cd853-13b7-4ca7-8803-60b90f58cdb8,2023-02-28,22,32000,RENT,7.0,EDUCATION,C,14000,12.23,1,0.44,N,3,train
10bd8786-8ed2-41a5-9c85-d2b292266e65,2023-02-28,26,32400,RENT,10.0,EDUCATION,A,14000,7.51,1,0.43,N,4,train
0c44bf21-ee96-4432-b4ff-f48fed3bfa1c,2023-02-28,24,32500,RENT,4.0,MEDICAL,C,14000,14.17,1,0.43,N,2,train
28613c3a-a5be-45bb-a75c-49431cbda258,2023-02-28,22,34000,RENT,6.0,DEBTCONSOLIDATION,B,14000,10.62,1,0.41,N,4,train
6b8c8182-0351-4a44-afdc-5f0264eed8f9,2023-02-28,24,30000,MORTGAGE,,HOMEIMPROVEMENT,A,8000,6.17,0,0.27,N,2,train
5b2b90a9-b1f9-447e-8d2f-468d6a158c4e,2023-02-28,22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.38,N,2,train
fd5992da-74e2-4be4-a7e8-0f418a738955,2023-02-28,26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,4,train
4093f82c-5d7f-4311-acfc-d30c95e0fbc9,2023-02-28,23,37148,RENT,4.0,EDUCATION,D,14000,14.42,1,0.38,N,3,train
1e6c26cd-6ba7-4bdc-ab1b-e4655930a92e,2023-03-01,21,37947,RENT,5.0,PERSONAL,A,14000,7.9,1,0.37,N,2,train
4cf05a51-a70c-46e8-b415-97ac2a8f07f1,2023-04-30,22,39000,RENT,4.0,MEDICAL,B,14000,10.37,1,0.36,N,3,test
a5e7fef5-c5a9-4341-97a2-9a7adda95a48,2023-03-01,26,39900,RENT,1.0,DEBTCONSOLIDATION,B,14000,10.37,1,0.35,N,3,train
c821bc51-66c9-4890-b3f4-07b8ed86d6b8,2023-03-01,22,40000,RENT,6.0,EDUCATION,B,14000,,1,0.35,N,4,train
33996cca-1b96-4aba-8350-27c9ecf32593,2023-03-01,24,40000,RENT,4.0,MEDICAL,A,14000,6.03,1,0.35,N,2,train
f6482e8d-ef6c-46c9-b8b8-2ca2de982008,2023-03-01,22,40000,RENT,6.0,EDUCATION,C,14000,13.11,1,0.35,Y,3,train
82e69c40-66fa-45a9-99ed-973134214f9f,2023-04-30,24,34000,RENT,0.0,VENTURE,D,14000,14.61,1,0.41,Y,2,test
12ebde9b-5a22-459d-855a-0a93eee66266,2023-03-01,24,30000,OWN,7.0,HOMEIMPROVEMENT,C,10000,12.61,0,0.33,N,3,train
2ef784ef-0fc6-4b5f-88be-a1614c56b3db,2023-03-01,21,30000,MORTGAGE,0.0,EDUCATION,D,2000,14.46,0,0.07,Y,4,train
dbbd0c27-242f-48d6-b751-902666f5ea01,2023-04-30,23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,1000,13.72,0,0.03,N,4,test
5fa29951-830a-4a3c-969d-364da02ff589,2023-03-01,22,30000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0.17,N,3,train
fa8d8209-cbb8-4b47-bc66-e76a09ab4b96,2023-05-01,24,34400,RENT,8.0,DEBTCONSOLIDATION,D,14000,16.0,1,0.41,Y,3,test
32569cfc-746b-499d-883e-45a2670bc22f,2023-03-01,24,30000,OWN,7.0,HOMEIMPROVEMENT,A,15250,6.54,0,0.51,N,3,train
5659eeab-b330-48f3-807c-7f6ef3fdf97f,2023-03-01,22,41000,RENT,5.0,VENTURE,A,14000,,1,0.34,N,3,train
6bb08bfc-0ec9-487a-b6d6-d85cebe96289,2023-03-01,22,41340,RENT,6.0,VENTURE,D,14000,17.49,1,0.34,N,3,train
bd21b4a5-74c1-4731-861b-516542143de9,2023-03-01,21,12000,RENT,0.0,DEBTCONSOLIDATION,C,2200,,1,0.18,N,3,train
f939e726-55a6-4d17-ab7c-0c90cf6bbdcd,2023-05-01,21,15000,RENT,4.0,EDUCATION,D,2200,,0,0.15,Y,4,test
e99ae742-da45-4fb6-a8bf-9871421101d8,2023-03-01,25,15000,RENT,0.0,VENTURE,A,2200,7.88,0,0.15,N,2,train
75347c6d-ec18-4887-8d24-ec7b5485358a,2023-03-01,21,16200,RENT,2.0,MEDICAL,D,2200,16.49,1,0.14,N,2,train
124857e2-1bbd-4ff0-9cb5-88c01eee31f4,2023-03-01,24,22000,RENT,,MEDICAL,A,2200,,0,0.1,N,3,train
040fec31-ba79-4a27-8da8-117544763900,2023-03-01,23,24000,RENT,3.0,EDUCATION,C,2200,15.23,0,0.09,Y,4,train
fff232f1-4d67-45d4-9b27-df25fc10dce3,2023-03-01,23,26004,RENT,8.0,DEBTCONSOLIDATION,B,2200,9.91,1,0.08,N,2,train
37be0e83-6453-4b6d-b4c9-a461850e9351,2023-05-01,25,27500,RENT,4.0,MEDICAL,B,2200,12.53,0,0.08,N,4,test
9fc31c40-b116-4413-9f66-4083cac94a1c,2023-03-01,22,27996,RENT,0.0,HOMEIMPROVEMENT,D,2200,15.95,1,0.08,Y,2,train
b2a580dc-a00e-45ea-bbd1-245f05d8b817,2023-03-01,21,35360,RENT,1.0,EDUCATION,A,2200,7.49,0,0.06,N,2,train
22afe788-7fda-4b09-8361-0a7231862c1f,2023-03-01,25,38400,RENT,5.0,DEBTCONSOLIDATION,B,2200,12.69,0,0.06,N,3,train
f172be4b-458b-4380-9525-55334fe58fda,2023-03-01,23,30000,MORTGAGE,2.0,EDUCATION,E,12000,16.45,0,0.4,Y,3,train
eae4cd9a-06dc-48fb-abda-723d23cefad2,2023-03-01,23,39000,RENT,7.0,DEBTCONSOLIDATION,B,2200,10.99,0,0.06,N,4,train
064c5971-9cdf-46de-9b8b-2568b6260e38,2023-03-01,23,39270,RENT,6.0,VENTURE,C,2200,11.72,0,0.06,N,2,train
69cef7cd-31b7-4777-b031-4e06b05041bf,2023-05-01,24,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4500,14.72,0,0.15,Y,4,test
90f945f9-7a4f-4c18-b71c-f0f73746b63f,2023-03-01,26,30000,OWN,0.0,PERSONAL,B,5000,10.38,0,0.17,N,4,train
59f73a8e-96ac-4ff3-8876-3f84bc7d4b2a,2023-03-01,22,46080,RENT,1.0,VENTURE,B,2200,11.99,0,0.05,N,2,train
2f58f32a-a75d-4729-9d59-9aa1a105da18,2023-03-01,22,55000,RENT,3.0,MEDICAL,A,2200,5.79,0,0.04,N,4,train
874e0245-5ab3-458a-b2c2-7ebda07d1bbc,2023-05-01,23,30000,MORTGAGE,2.0,VENTURE,A,8000,7.88,0,0.27,N,2,test
198ddbba-f87e-4bc4-b539-f5c406930390,2023-03-01,25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.3,N,4,train
4fdbf793-18ea-4df9-b977-0e0c5529f061,2023-03-01,23,75000,RENT,0.0,VENTURE,A,2200,7.9,0,0.03,N,4,train
b1e87016-98ce-4a8a-a5c4-5b6c49933178,2023-03-01,21,52500,RENT,0.0,DEBTCONSOLIDATION,A,2225,7.66,0,0.04,N,3,train
2076cca5-3399-497a-9fba-2661edf051ae,2023-03-01,25,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.35,0,0.2,Y,2,train
ed8dead6-5621-433d-b522-3dee551ca856,2023-03-01,23,16000,RENT,6.0,DEBTCONSOLIDATION,C,2250,13.49,0,0.14,N,4,train
931c7c9f-51ab-4394-84cf-1b636a26a50c,2023-03-01,24,29140,RENT,1.0,VENTURE,C,2250,12.73,0,0.08,N,4,train
cd734b5e-baad-4c1d-a04e-a41b059bc4cd,2023-03-01,26,42000,RENT,4.0,DEBTCONSOLIDATION,B,2250,10.38,0,0.05,N,4,train
08806189-ff9f-45f9-a8df-0e59c3b4c134,2023-03-01,23,14000,RENT,2.0,EDUCATION,D,2300,15.33,1,0.16,N,2,train
aeb9e850-bf93-4a11-9453-52397e6820f1,2023-05-01,25,25920,RENT,0.0,PERSONAL,B,2300,11.11,0,0.09,N,4,test
dfb93de4-0bea-47ff-8c26-0d60b88593c0,2023-05-01,22,30000,OWN,,VENTURE,C,7000,13.98,0,0.23,Y,2,test
379aecf9-6e46-45f7-9abf-665c82c602bc,2023-03-01,26,30000,RENT,1.0,MEDICAL,B,2300,10.99,0,0.08,N,2,train
34374175-de62-489c-b486-8dd00ed03a1d,2023-03-01,21,34416,RENT,5.0,EDUCATION,A,2300,6.76,0,0.07,N,2,train
009dcf66-85a0-4d9f-a382-1eec98e23eb0,2023-03-01,26,36400,RENT,4.0,EDUCATION,A,2300,7.4,0,0.06,N,2,train
